length,word_count,punctuation_count,upper_count,digit_count,special_char_count,has_url,has_email,has_currency,has_phone_number,has_smishing_words,entropy
149,29,14,6,7,14,1,0,0,0,1,4.586282804759415
32,4,0,2,0,0,0,0,0,0,1,3.749499611531141
113,25,2,3,0,2,0,0,0,0,1,3.946520529240765
27,7,1,20,0,1,0,0,0,0,0,3.661932872373583
159,30,8,15,0,8,0,0,0,0,1,4.478893884950466
67,14,6,6,0,6,0,0,0,0,0,4.140097947093866
141,22,6,24,24,6,0,0,0,1,1,4.97020559118381
151,33,4,1,0,4,0,0,0,0,1,4.108157720886536
25,5,3,1,0,3,0,0,0,0,1,3.843856189774724
36,8,4,2,0,4,0,0,0,0,1,3.80827083453526
24,5,0,1,0,0,0,0,0,0,0,3.803508854797679
23,4,2,1,0,2,0,0,0,0,0,3.795088586397733
52,11,3,2,0,3,0,0,0,0,1,4.011046036757163
48,11,2,0,0,2,0,0,0,0,1,3.8545739585136234
169,35,6,2,0,6,0,0,0,0,1,4.139582288027381
109,26,8,5,2,8,0,0,0,0,1,4.238644275501153
158,34,5,21,17,5,0,0,0,0,1,4.776354449604843
145,28,10,4,16,10,0,0,0,0,1,4.719133466835915
160,29,2,29,14,2,0,0,1,1,1,4.869113448168176
53,13,0,1,0,0,0,0,0,0,0,4.075395757856144
53,12,1,1,0,1,0,0,0,0,0,3.946930940739659
36,8,2,1,0,2,0,0,0,0,0,3.894476474750822
25,6,3,1,0,3,0,0,0,0,0,3.783465189601646
69,14,3,3,0,3,0,0,0,0,1,4.200946066303072
158,33,8,7,0,8,0,0,0,0,1,4.36260314085327
64,17,1,1,1,1,0,0,0,0,1,3.804229296672175
22,5,1,2,0,1,0,0,0,0,1,3.663532754804253
44,12,2,2,0,2,0,0,0,0,1,3.942862165155466
95,19,11,6,0,11,0,0,0,0,1,4.3210554785209165
25,5,1,1,0,1,0,0,0,0,1,3.5132696895151074
94,22,6,1,1,6,0,0,0,0,1,4.160787138586094
58,13,0,1,0,0,0,0,0,0,1,3.732115047780197
185,35,3,7,0,3,0,0,0,0,1,4.212396046060796
151,31,4,5,4,4,0,0,0,0,1,4.319633713288676
33,6,1,1,0,1,0,0,0,0,1,3.801377452429549
27,7,2,2,0,2,0,0,0,0,0,3.8986128548018497
160,31,5,8,11,5,0,0,0,1,1,4.583137331954075
26,5,3,1,0,3,0,0,0,0,0,3.690260390968384
119,22,13,15,10,13,0,0,0,0,1,4.785076544731712
142,25,7,24,22,7,0,0,0,1,1,4.962715846031754
113,22,6,15,11,6,0,0,0,0,1,4.780945359155723
139,28,4,3,1,4,0,0,0,0,1,4.218879152242336
31,6,1,1,0,1,0,0,0,0,0,3.667928472292449
34,8,0,1,0,0,0,0,0,0,1,3.6386062256962206
60,12,1,43,0,1,0,0,0,0,0,4.005343131903218
44,10,6,2,0,6,0,0,0,0,0,3.7795815504955934
160,37,13,3,0,13,0,0,0,0,1,4.321166181543712
160,31,18,19,3,18,0,0,0,0,1,4.641541674912908
158,31,9,12,16,9,0,0,0,0,1,4.6948431655227045
152,34,8,7,1,8,0,0,0,0,1,4.314260359935491
142,30,4,2,2,4,0,0,0,0,1,4.039058241570243
138,26,6,5,0,6,0,0,0,0,1,4.192958651587695
45,10,4,3,0,4,0,0,0,0,0,3.895996706815784
156,23,2,9,3,2,0,0,0,0,1,4.430243264770716
28,5,1,1,0,1,0,0,0,0,1,3.6105772433316425
38,9,3,1,0,3,0,0,0,0,0,3.988077434998133
9,2,3,1,0,3,0,0,0,0,0,2.6416041678685938
114,25,4,3,0,4,0,0,0,0,1,4.111386657473609
139,32,16,3,0,16,0,0,0,0,1,4.0802439373910815
118,21,1,12,11,1,0,0,0,1,1,4.39560782830108
33,5,1,2,0,1,0,0,0,0,1,3.930609649595924
17,4,1,1,0,1,0,0,0,0,0,3.5724694587701364
92,17,13,1,0,13,0,0,0,0,1,4.140191089621669
134,27,9,15,11,9,0,0,1,0,1,4.746830177952026
40,7,6,1,0,6,0,0,0,0,0,4.308694969562842
112,18,7,3,0,7,0,0,0,0,1,4.310938363357517
149,21,6,14,20,6,0,1,0,1,1,4.934672945806367
28,8,3,1,0,3,0,0,0,0,0,3.8212963336848618
155,25,3,11,14,3,0,0,0,1,1,4.853998906403589
29,6,0,1,0,0,0,0,0,0,1,3.5259399439865136
53,10,0,1,0,0,0,0,0,0,1,3.848242927340904
121,25,2,2,0,2,0,0,0,0,1,4.180816342261924
35,7,0,9,0,0,0,0,0,0,1,4.068728288980287
26,6,3,1,0,3,0,0,0,0,0,3.777362795064169
83,12,6,1,0,6,0,0,0,0,1,4.263021588172358
129,28,2,2,0,2,0,0,0,0,1,4.168427879851701
173,34,5,3,0,5,0,0,0,0,1,4.190492440115855
125,27,10,6,2,10,0,0,0,0,1,4.399723323946363
36,9,1,1,0,1,0,0,0,0,0,3.760067015271104
53,12,0,3,0,0,0,0,0,0,1,4.063036851590981
9,3,2,1,0,2,0,0,0,0,0,2.94770277922009
68,14,4,3,0,4,0,0,0,0,1,4.206383385393943
242,47,14,5,0,14,0,0,0,0,1,4.274459503099651
118,25,12,4,0,12,0,0,0,0,0,4.084192494090373
145,29,5,1,0,5,0,0,0,0,1,4.196259224595582
51,10,3,2,0,3,0,0,0,0,1,4.06628018514336
24,5,1,1,0,1,0,0,0,0,0,3.6053885422075354
43,7,9,3,0,9,0,0,0,0,0,3.972094405563009
51,9,2,2,0,2,0,0,0,0,0,4.1866520574456665
31,6,1,1,0,1,0,0,0,0,0,3.796960730356965
137,29,5,1,0,5,0,0,0,0,0,4.137065749359333
102,21,3,3,0,3,0,0,0,0,1,4.260013967952996
24,5,0,1,0,0,0,0,0,0,1,3.386842188131012
106,19,2,2,1,2,0,0,0,0,1,4.012518031334952
226,51,10,1,0,10,0,0,0,0,1,4.14779267489493
39,10,1,2,1,1,0,0,1,0,0,4.054632988093018
126,20,8,4,13,8,0,0,0,1,1,4.612138682650021
45,7,2,2,0,2,0,0,0,0,1,3.8144321306549194
52,12,7,3,0,7,0,0,0,0,1,3.7976012413220266
99,24,2,3,0,2,0,0,0,0,1,4.112365124453492
109,24,6,2,0,6,0,0,0,0,1,4.188582374004822
79,15,4,3,0,4,0,0,0,0,1,4.146772798887128
139,24,7,23,13,7,0,0,1,0,1,4.969992605843248
51,9,0,1,0,0,0,0,0,0,1,3.997407264222074
38,8,2,3,0,2,0,0,0,0,1,3.879085081048757
35,7,2,1,0,2,0,0,0,0,0,3.954442574694573
134,25,20,6,0,20,0,0,0,0,1,4.174225282778887
157,28,3,3,0,3,0,0,0,0,1,4.1646220827311415
42,10,2,1,0,2,0,0,0,0,1,3.9754180179138334
197,33,8,29,5,8,0,0,0,0,1,4.834669685220528
62,13,6,7,6,6,0,0,1,0,1,4.447134604092288
74,14,5,3,0,5,0,0,0,0,1,4.224322232449146
49,12,3,2,2,3,0,0,0,0,1,3.994626619926348
36,7,2,0,0,2,0,0,0,0,1,3.704066669965451
65,15,3,4,0,3,0,0,0,0,1,4.051908047076588
125,30,3,4,1,3,0,0,0,0,1,3.975197571531758
26,7,1,19,1,1,0,0,0,0,0,3.474504988105429
162,38,10,5,0,10,0,0,0,0,1,4.334466261345499
51,12,2,2,0,2,0,0,0,0,0,4.240669459448871
33,9,4,2,0,4,0,0,0,0,1,3.9225895736416696
37,7,2,1,0,2,0,0,0,0,0,4.077715447225512
40,9,2,2,0,2,0,0,0,0,1,3.803055907333275
127,26,4,4,0,4,0,0,0,0,1,4.128039818086754
42,8,1,2,0,1,0,0,0,0,1,3.957063257600333
73,16,5,2,0,5,0,0,0,0,1,4.104717239299317
90,19,7,4,0,7,0,0,0,0,1,4.175675357667889
97,15,3,6,13,3,0,0,0,1,1,4.544076730359693
129,27,9,6,0,9,0,0,0,0,1,4.15096434732559
149,28,0,23,22,0,0,0,1,1,1,4.91540836220934
93,22,3,2,0,3,0,0,0,0,1,3.935199172540654
91,19,5,5,0,5,0,0,0,0,1,4.234341730804688
25,7,0,1,0,0,0,0,0,0,0,3.1630741894285697
50,11,0,1,1,0,0,0,0,0,1,3.827794392287773
79,15,3,1,0,3,0,0,0,0,0,3.954470018160086
143,32,6,7,19,6,0,0,0,1,1,4.589369489078355
125,30,2,94,0,2,0,0,0,0,0,4.051760574555403
110,18,18,7,19,18,0,0,0,0,1,5.24319957249394
32,5,4,1,0,4,0,0,0,0,1,3.4012106419146826
94,19,3,2,0,3,0,0,0,0,1,3.978100259908277
55,12,1,0,0,1,0,0,0,0,1,3.6758623723089374
161,28,3,12,16,3,0,0,0,1,1,4.706489708155819
82,13,1,5,11,1,0,0,0,1,1,4.4452683950105705
160,36,11,8,0,11,0,0,0,0,1,4.191571622758667
174,35,3,4,0,3,0,0,0,0,1,4.150235400207798
52,11,2,2,0,2,0,0,0,0,0,4.065945132377804
208,45,15,5,1,15,0,0,0,0,1,4.34977780753692
22,4,4,1,0,4,0,0,0,0,0,3.5726236638951634
33,5,1,1,0,1,0,0,0,0,1,3.919563347274704
28,6,0,2,0,0,0,0,0,0,1,3.794336065750452
21,6,1,1,0,1,0,0,0,0,0,3.191399282356206
144,24,4,22,24,4,0,0,1,1,1,4.92376652523762
40,8,6,2,0,6,0,0,0,0,1,3.655152233310934
168,34,15,3,0,15,0,0,0,0,1,4.407191775832098
57,13,2,3,1,2,0,0,0,0,1,4.042730364738289
69,17,4,3,1,4,0,0,0,0,1,4.097958428470915
45,9,3,2,0,3,0,0,0,0,1,4.027979696753515
26,6,2,1,0,2,0,0,0,0,0,3.715453546047368
63,16,1,1,0,1,0,0,0,0,0,3.9252618701690647
188,38,7,5,0,7,0,0,0,0,1,4.090794456693866
27,6,1,1,0,1,0,0,0,0,0,3.7784235030301274
159,31,3,4,1,3,0,0,0,0,1,4.222780904951099
149,34,10,6,1,10,0,0,0,0,1,4.183855052668854
247,52,17,4,0,17,0,0,0,0,1,4.252718015011856
76,14,1,3,0,1,0,0,0,0,1,4.167704402545197
133,28,9,2,0,9,0,0,0,0,1,4.184733405697853
32,6,1,1,0,1,0,0,0,0,1,3.9496987351738495
154,24,8,21,18,8,0,1,0,1,1,5.025744696133992
40,6,3,2,0,3,0,0,0,0,1,4.022573883611435
97,20,4,2,0,4,0,0,0,0,0,4.139947611233801
60,10,8,2,0,8,0,0,0,0,0,4.0481732043973215
34,6,1,3,0,1,0,0,0,0,0,4.07674143017386
32,6,1,1,0,1,0,0,0,0,1,3.9886085007312415
175,32,18,5,0,18,0,0,0,0,1,4.353060705321709
164,26,6,15,0,6,0,0,0,0,1,4.544648979668296
99,22,2,4,0,2,0,0,0,0,1,4.048972500518271
135,23,9,17,28,9,0,0,0,1,1,4.9632804106960124
52,10,1,2,0,1,0,0,0,0,0,4.047454199329526
151,28,7,5,12,7,1,0,0,1,1,4.538615320297704
153,26,9,13,28,9,0,0,1,1,1,4.814454610625156
135,24,7,10,9,7,0,0,0,0,1,4.623506458746224
17,4,4,1,0,4,0,0,0,0,0,3.337175341123077
51,10,3,4,0,3,0,0,0,0,1,4.142753411219638
119,26,6,4,0,6,0,0,0,0,1,4.12360409830407
150,25,4,15,24,4,0,0,1,1,1,4.829550481548533
49,12,0,1,0,0,0,0,0,0,0,3.541658104516418
95,24,9,11,9,9,0,0,1,0,1,4.850155451440042
147,28,15,19,8,15,0,0,0,0,1,4.948581049562932
100,19,6,6,0,6,0,0,0,0,1,4.316662012589983
34,7,2,2,0,2,0,0,0,0,1,3.994484621875922
81,16,3,1,0,3,0,0,0,0,1,4.135939361744344
95,17,8,10,2,8,0,0,0,0,1,4.512403536465394
221,44,10,5,23,10,0,0,0,0,1,4.554356748720794
138,23,8,0,0,8,0,0,0,0,1,4.088338331704317
51,12,1,2,0,1,0,0,0,0,1,3.933146432084484
37,6,1,1,16,1,0,0,0,1,1,4.100816878908575
196,38,4,3,0,4,0,0,0,0,1,4.2352694492029
45,7,2,2,0,2,0,0,0,0,1,3.8144321306549194
47,11,4,2,0,4,0,0,0,0,0,3.932486065347264
41,8,1,2,1,1,0,0,0,0,0,3.8937468233740966
274,37,12,7,0,12,0,0,0,0,1,4.440401508887394
64,14,2,3,0,2,0,0,0,0,1,4.007452445739503
45,10,3,2,0,3,0,0,0,0,1,4.2306333740593765
22,5,1,1,0,1,0,0,0,0,1,3.170134892428193
38,7,1,1,0,1,0,0,0,0,0,3.957939355321116
43,9,3,2,0,3,0,0,0,0,1,4.096933139382792
46,11,3,3,0,3,0,0,0,0,1,3.8976057056337257
156,30,2,12,6,2,0,0,0,0,1,4.475438075182527
87,18,4,3,0,4,0,0,0,0,0,4.0722437816384325
32,8,4,1,1,4,0,0,0,0,0,3.920958593344349
134,27,11,3,0,11,0,0,0,0,1,4.152754902928987
13,4,1,2,0,1,0,0,0,0,0,3.334679141051595
51,12,5,1,0,5,0,0,0,0,1,4.014673627383569
99,24,4,3,0,4,0,0,0,0,0,3.997579928881688
136,24,2,27,15,2,0,0,1,1,1,4.886145598275729
34,7,1,1,0,1,0,0,0,0,0,3.7267374734123866
76,17,1,4,0,1,0,0,0,0,1,4.108069743929235
35,8,3,2,0,3,0,0,0,0,1,4.150292659616668
28,6,2,2,0,2,0,0,0,0,1,3.610577243331642
38,8,5,1,0,5,0,0,0,0,0,4.020843553362252
46,11,1,1,1,1,0,0,0,0,0,3.719350685194166
7,1,3,1,0,3,0,0,0,0,0,2.128085278891395
31,6,1,1,0,1,0,0,0,0,0,4.066784213473103
70,15,7,2,0,7,0,0,0,0,0,4.157911134834038
127,22,4,31,12,4,0,0,0,1,1,4.768036759580098
22,3,1,1,0,1,0,0,0,0,1,3.788754913993502
141,25,9,3,0,9,1,0,0,0,1,4.315445807150402
158,29,4,21,17,4,0,0,1,1,1,4.904551828462805
82,18,4,3,3,4,0,0,0,0,1,4.388038141574175
66,14,7,3,0,7,0,0,0,0,1,4.352746536150204
158,36,13,20,16,13,0,0,0,0,1,4.920723705437131
38,7,2,2,1,2,0,0,0,0,1,3.8103172375727774
145,27,4,3,1,4,0,0,0,0,1,4.201616408962949
37,6,0,1,0,0,0,0,0,0,0,3.730289691218124
142,25,7,24,22,7,0,0,0,1,1,4.95926355732983
18,4,1,14,0,1,0,0,0,0,0,3.5724312513221195
103,22,0,0,0,0,0,0,0,0,1,3.915607225783524
113,25,3,2,1,3,0,0,0,0,0,4.100552675686637
63,13,2,2,0,2,0,0,0,0,1,3.8938135589573535
144,28,0,17,14,0,0,0,0,1,1,4.560866213718879
276,71,20,11,0,20,0,0,0,0,1,4.374562320237284
31,6,2,1,0,2,0,0,0,0,0,3.950344198168689
26,6,3,1,0,3,0,0,0,0,0,3.844106544814537
102,16,26,0,0,26,0,0,0,0,1,3.8332536688644128
153,25,4,20,24,4,0,0,1,1,1,5.005170041133536
60,14,2,5,0,2,0,0,0,0,1,4.160754662766713
29,6,3,2,0,3,0,0,0,0,1,3.6209360647507713
104,19,8,1,0,8,0,0,0,0,1,4.25071274390173
103,20,3,5,2,3,0,0,1,0,1,4.598044036779202
38,8,1,1,0,1,0,0,0,0,1,3.954210159266476
93,24,1,66,3,1,0,0,0,0,0,4.067393016365035
62,13,10,3,0,10,0,0,0,0,1,4.120285208826314
155,38,3,115,1,3,0,0,0,0,0,3.985545978629592
221,44,6,4,0,6,0,0,0,0,1,4.163459663523715
25,4,5,2,0,5,0,0,0,0,0,3.403074189428569
56,11,4,2,0,4,0,0,0,0,1,4.150780708298528
42,8,2,1,0,2,0,0,0,0,1,3.977414518844938
142,25,7,24,22,7,0,0,0,1,1,4.953947448159665
24,5,2,1,0,2,0,0,0,0,0,3.6572682296173897
158,31,8,34,9,8,0,0,1,0,1,4.8787668036454175
26,6,2,2,0,2,0,0,0,0,1,3.840265565194927
51,9,3,3,0,3,0,0,0,0,1,4.1775463035886045
97,22,3,3,0,3,0,0,0,0,0,4.140062907741641
32,7,1,1,0,1,0,0,0,0,1,3.952819531114783
28,5,5,2,0,5,0,0,0,0,0,3.842370993177109
54,14,4,1,0,4,0,0,0,0,0,3.7723199090901054
34,6,1,1,0,1,0,0,0,0,1,3.841447312526802
24,5,1,1,0,1,0,0,0,0,0,3.688721875540868
108,18,11,6,0,11,1,1,0,0,1,4.557605851615396
144,25,7,5,12,7,1,0,0,1,1,4.7292840721177525
72,16,8,2,0,8,0,0,0,0,0,3.756565634356211
24,6,2,2,0,2,0,0,0,0,0,3.454986855772667
103,21,2,2,0,2,0,0,0,0,1,4.0722095307714135
84,18,4,2,0,4,0,0,0,0,1,4.0469961498259535
94,21,5,2,3,5,0,0,1,0,0,4.367066776611146
158,30,10,4,10,10,0,0,0,0,1,4.595840000185402
155,29,5,3,0,5,0,0,0,0,1,4.268656969590742
72,16,1,2,0,1,0,0,0,0,0,4.04595447572581
31,7,2,2,0,2,0,0,0,0,0,3.7937392635792255
54,11,3,1,0,3,0,0,0,0,1,4.0376827622893865
147,29,3,14,5,3,0,0,0,0,1,4.536897620859604
146,27,7,4,0,7,0,0,0,0,1,4.156219784063729
88,20,4,3,1,4,0,0,0,0,1,4.003810019311365
33,7,2,1,0,2,0,0,0,0,1,3.77850207357611
119,18,4,99,0,4,0,0,0,0,0,4.255914723118184
33,6,0,2,0,0,0,0,0,0,1,3.746548015621774
38,7,5,1,0,5,0,0,0,0,1,4.333325210755074
121,26,4,3,2,4,0,0,0,0,1,4.156726597059433
64,12,4,5,0,4,0,0,0,0,0,4.219874206469727
154,28,7,21,4,7,0,0,0,0,1,4.680074136521645
27,5,2,2,0,2,0,0,0,0,1,3.838039816898157
51,11,1,5,0,1,0,0,0,0,1,4.08431321531089
34,7,1,0,0,1,0,0,0,0,0,3.5395454741006134
161,35,12,11,16,12,0,0,0,0,1,4.667573392354863
14,4,3,1,0,3,0,0,0,0,0,2.985228136034252
40,7,6,1,0,6,0,0,0,0,0,3.9526555965581855
28,8,2,2,0,2,0,0,0,0,1,3.770942421748537
153,27,4,121,0,4,0,0,0,0,0,4.215416359655193
78,15,4,2,0,4,0,0,0,0,1,4.190118689653727
72,12,9,3,0,9,0,0,0,0,1,4.060657149593209
160,30,7,10,23,7,0,0,1,1,1,4.8172421419632325
144,20,3,16,34,3,0,0,0,1,1,4.952825566778218
123,22,4,39,22,4,0,0,1,1,1,5.126309658638505
33,6,0,1,0,0,0,0,0,0,0,3.798351226062583
65,12,2,1,0,2,0,0,0,0,1,4.060646894391356
51,11,1,1,0,1,0,0,0,0,0,3.781979648858077
13,3,3,1,0,3,0,0,0,0,0,3.0269868333592878
27,6,1,1,0,1,0,0,0,0,0,3.680089353694808
161,27,5,19,24,5,0,0,0,1,1,4.912028225648435
153,25,13,19,0,13,1,0,0,0,1,4.758023112894217
112,22,10,4,1,10,0,0,0,0,1,4.373337663570367
23,5,1,1,0,1,0,0,0,0,0,3.621175542919472
76,16,2,2,0,2,0,0,0,0,1,3.911676614303076
289,55,19,31,4,19,0,0,0,0,1,4.668004289842727
110,20,7,3,0,7,0,0,0,0,1,4.301725540766852
126,27,4,1,0,4,0,0,1,0,1,3.9412144663031294
42,8,4,2,0,4,0,0,0,0,1,4.013361542757483
33,7,0,1,0,0,0,0,0,0,1,3.861983513035609
42,10,1,2,0,1,0,0,0,0,1,3.944841529458017
116,21,6,19,19,6,0,0,1,1,1,4.718797032337098
148,27,15,6,0,15,0,0,0,0,1,4.167926909100162
41,10,0,1,0,0,0,0,0,0,1,3.805143699941388
23,5,2,1,0,2,0,0,0,0,1,3.795088586397733
96,18,5,7,16,5,0,0,1,0,1,4.830255934407699
83,20,9,3,1,9,0,0,0,0,0,3.991385133726002
156,29,17,17,4,17,1,0,0,0,1,4.792457430099104
156,30,9,3,10,9,0,0,1,0,1,4.543337652891529
46,10,1,1,2,1,0,0,0,0,1,3.921592728411121
98,15,9,5,1,9,0,0,0,0,1,4.240216830213113
137,30,3,4,0,3,0,0,0,0,1,4.042018809760296
31,7,6,1,0,6,0,0,0,0,0,3.66657866648708
53,10,7,3,0,7,0,0,0,0,0,3.929013493693119
141,34,7,4,1,7,0,0,0,0,1,4.145717533106112
32,8,1,1,1,1,0,0,0,0,0,3.4637106419146826
33,6,1,1,0,1,0,0,0,0,1,3.836081907815205
65,14,3,2,0,3,0,0,0,0,0,4.124458623766677
145,31,2,1,0,2,0,0,0,0,1,4.08440527590216
158,31,5,3,1,5,0,0,0,0,1,4.201478532259695
183,38,8,4,0,8,0,0,0,0,1,4.216146888866892
45,10,0,1,0,0,0,0,0,0,1,3.705105807576164
28,5,2,2,0,2,0,0,0,0,0,3.994680368408908
74,18,2,2,1,2,0,0,0,0,1,3.8272796383218273
46,9,7,2,2,7,0,0,0,0,1,4.050204618865331
32,6,5,1,0,5,0,0,0,0,0,3.5931390622295667
99,18,7,2,14,7,1,1,0,0,1,4.40456188968206
41,9,1,1,0,1,0,0,0,0,1,3.838901699581733
26,6,2,2,0,2,0,0,0,0,1,4.056020968057881
52,12,3,3,0,3,0,0,0,0,1,4.2696007182582445
39,9,4,2,1,4,0,0,0,0,0,3.8333716936547946
38,9,4,2,0,4,0,0,0,0,0,3.787143960698141
123,19,5,19,5,5,0,0,1,0,1,4.941213794189665
59,15,1,1,2,1,0,0,0,0,0,4.066079119027371
14,3,2,1,0,2,0,0,0,0,0,3.6644977792004623
131,22,14,5,0,14,0,0,0,0,1,4.348345556986972
162,30,9,10,0,9,0,0,0,0,1,4.40976815397187
73,16,6,3,0,6,0,0,0,0,1,4.059725765404552
56,13,7,2,0,7,0,0,0,0,0,3.870616068505493
44,9,2,1,0,2,0,0,0,0,1,4.097701005889714
19,4,1,15,0,1,0,0,0,0,0,3.6421498816369056
66,11,1,6,12,1,0,0,1,0,1,4.391397906581646
23,5,0,1,0,0,0,0,0,0,1,3.4800836951874485
154,25,3,11,14,3,0,0,0,0,1,4.911331115737132
355,69,28,27,13,28,0,0,0,0,1,4.743403247785484
63,15,4,2,0,4,0,0,0,0,1,3.8478358295567214
58,12,2,2,0,2,0,0,0,0,1,4.066118050542444
33,9,0,1,0,0,0,0,0,0,0,3.725916088924304
33,9,2,1,0,2,0,0,0,0,1,3.6499695002371353
79,19,2,2,3,2,0,0,0,0,1,4.122022837137742
194,41,4,4,0,4,0,0,1,0,1,4.194642531248396
30,5,4,1,0,4,0,0,0,0,0,3.948394345536403
34,8,1,2,0,1,0,0,0,0,0,3.8150768139315145
46,11,2,1,0,2,0,0,0,0,1,4.071518749111987
167,29,2,4,22,2,0,0,1,1,1,4.642394287723143
27,4,1,23,0,1,0,0,0,0,0,3.704349428956052
159,26,3,21,15,3,1,0,0,0,1,4.959605903978478
85,18,5,4,0,5,0,0,0,0,1,4.234663360485452
119,23,3,2,0,3,0,0,0,0,1,4.110318448990264
91,17,1,3,0,1,0,0,0,0,1,4.077099208102682
79,17,3,3,11,3,0,0,0,1,1,4.489324179492112
44,8,4,3,0,4,0,0,0,0,1,4.280470187252588
162,33,7,28,16,7,0,0,0,0,1,4.885857223148412
62,11,2,3,0,2,0,0,0,0,1,4.113661892024702
611,91,133,28,4,133,0,0,0,0,1,4.424274864956471
63,13,2,2,0,2,0,0,0,0,1,3.989051654195449
154,27,1,7,16,1,0,0,0,1,1,4.562477788087109
59,12,3,1,0,3,0,0,0,0,1,3.893082405543973
36,8,1,2,0,1,0,0,0,0,1,3.957383766597777
157,28,5,23,18,5,0,0,1,1,1,4.931533465910376
158,30,7,27,28,7,0,0,1,1,1,4.899958493294831
62,12,2,1,0,2,0,0,0,0,1,4.00114291934385
145,25,6,4,28,6,0,0,1,1,1,4.574452032463852
148,27,9,16,28,9,0,0,0,1,1,5.001911725667899
70,16,2,3,1,2,0,0,0,0,1,3.976979940586426
40,7,3,1,0,3,0,0,0,0,1,4.053701696057348
35,8,5,1,0,5,0,0,0,0,1,3.667532746695533
60,11,3,2,1,3,0,0,0,0,1,4.285917579505496
135,25,5,4,1,5,0,0,0,0,1,4.265689993172142
25,6,1,1,0,1,0,0,0,0,1,3.749275070710712
37,10,2,2,0,2,0,0,0,0,0,3.966210122385707
73,13,9,2,0,9,0,0,0,0,0,4.373971938756343
24,3,0,1,0,0,0,0,0,0,0,3.6572682296173897
153,24,5,5,0,5,1,0,0,0,1,4.386182607652482
70,13,4,3,27,4,0,0,1,1,1,4.193798110439765
131,23,8,5,11,8,0,0,1,0,1,4.206600241005003
43,11,2,2,0,2,0,0,0,0,0,3.707348405905936
119,25,6,15,17,6,0,0,1,0,1,4.888873305175959
120,20,6,6,0,6,0,0,0,0,1,4.443073589709734
65,12,4,2,0,4,0,0,0,0,1,4.1372269871403935
133,21,3,4,14,3,0,0,0,1,1,4.4250588953420245
122,27,5,3,1,5,0,0,0,0,1,4.177464303176474
159,34,3,2,3,3,0,0,0,0,1,4.243135597381436
125,26,5,7,5,5,0,0,1,0,1,4.561742300560048
70,15,3,8,0,3,0,0,0,0,1,4.09242435596425
48,9,3,2,1,3,0,0,0,0,0,4.004247855285173
368,59,14,107,0,14,0,0,0,0,1,5.002228381033757
53,11,0,1,0,0,0,0,0,0,1,3.7920080218438064
43,8,4,2,0,4,0,0,0,0,1,4.15484534858449
32,7,1,2,0,1,0,0,0,0,0,3.7539280318460246
49,12,2,1,0,2,0,0,0,0,1,3.98311113182798
168,32,6,4,0,6,0,0,0,0,1,4.292692285839406
137,29,4,17,12,4,0,0,1,0,1,4.820278182115094
38,8,0,1,0,0,0,0,0,0,1,3.5864688842391845
158,31,9,12,16,9,0,0,0,0,1,4.6948431655227045
66,14,3,2,0,3,0,0,0,0,1,4.0452416463745
136,27,8,27,18,8,0,0,0,0,1,4.954043769770276
148,26,5,15,21,5,0,0,0,1,1,4.822531681844815
60,11,3,3,0,3,0,0,0,0,1,4.076082738409114
118,22,6,7,22,6,0,0,0,1,1,4.785229564980993
162,31,3,17,25,3,0,0,1,1,1,4.791580249048738
29,5,0,1,0,0,0,0,0,0,1,3.8143719431796272
39,7,1,1,0,1,0,0,0,0,1,3.814015603855732
147,29,5,8,14,5,0,0,0,0,1,4.6209860112876
66,11,1,1,0,1,0,0,0,0,1,4.03349659155177
77,15,2,2,0,2,0,0,0,0,1,3.9209906778214143
28,7,1,2,0,1,0,0,0,0,1,4.039148671903071
20,3,1,1,0,1,0,0,0,0,0,3.7841837197791888
155,28,0,15,14,0,0,0,0,1,1,4.519182872705922
142,26,19,11,0,19,0,0,0,0,1,4.581002146244582
36,7,3,1,0,3,0,0,0,0,1,4.0514621540398
90,23,4,62,2,4,0,0,0,0,0,4.071138443176404
33,8,1,1,0,1,0,0,0,0,1,3.88056466612916
96,22,2,2,0,2,0,0,0,0,1,3.985095227014288
35,6,1,1,0,1,0,0,0,0,1,3.8617250747563863
157,35,6,114,3,6,0,0,0,0,0,4.242990240133439
156,28,0,15,14,0,0,0,0,1,1,4.546133388425778
112,23,12,8,0,12,1,0,0,0,1,4.532208865426423
23,4,3,2,0,3,0,0,0,0,1,3.642489673166127
66,15,1,1,0,1,0,0,0,0,0,3.8057813787117754
81,21,2,4,0,2,0,0,0,0,1,4.077719763165879
99,19,16,5,0,16,0,0,0,0,1,4.1669956448089644
64,17,3,3,0,3,0,0,0,0,1,3.9501049324884816
49,11,0,2,0,0,0,0,0,0,1,3.8772521316709785
95,15,7,11,6,7,0,0,0,0,1,4.667032913904546
44,10,4,2,0,4,0,0,0,0,1,3.9048037096848423
54,10,0,2,0,0,0,0,0,0,1,4.028954919273878
53,11,6,2,0,6,0,0,0,0,0,4.191582304276018
160,29,8,21,15,8,0,0,0,0,1,4.814407416633702
57,13,1,1,0,1,0,0,0,0,1,3.847395921466952
99,23,3,6,0,3,0,0,0,0,0,4.123427607643805
400,86,16,11,3,16,0,0,0,0,1,4.359961006664869
160,34,5,3,1,5,0,0,0,0,1,4.312515334713944
152,32,8,8,0,8,0,0,0,0,1,4.004207654953946
